Syntax version=4
Wed Jul 04 03:45:08 2018
Starting process (3312812 clocks per sec)

LogRawData=false
VarHeader=1
D:		ADC_Value	LoadDataAcquired	iServoLoadRate	iAccSpd	isotonicLoad	Kd_term	Ki_term	Kp_term	control	lServoPulseAddCnt	iCurTonicSpd	lTotalPositionCount	!LoadDataAcquired_10!	!isotonicLoad_100!
D:	time(ms)	(0x20001220,2)	(0x20001148,4)	(0x20001296,3)	(0x200011a8,5)	(0x2000126a,3)	(0x200010e8,7)	(0x200010e0,7)	(0x200010d8,7)	(0x200010f0,7)	(0x200011b4,5)	(0x200011f0,5)	(0x200011ac,5)	!LoadDataAcquired/100!	!isotonicLoad/100!
D:	51023.24	1855	8719	20	314	9300	0.000000	-21.577250	-287.500000	-309.077250	0	-314	-79466	87.19	93.0
D:	51028.61	1826	8732	20	309	9300	0.000000	-21.718000	-281.500000	-303.218000	0	-309	-79775	87.32	93.0
D:	51034.11	1808	8744	20	303	9300	0.000000	-21.856000	-276.000000	-297.856000	0	-303	-80078	87.44	93.0
D:	51039.49	2034	8756	20	297	9300	0.000000	-21.991000	-270.000000	-291.991000	0	-297	-80375	87.56	93.0
D:	51044.86	1802	8771	21	291	9300	0.000000	-22.122500	-263.000000	-285.122500	0	-285	-80666	87.71	93.0
D:	51050.24	9273	8785	21	285	9300	0.000000	-22.250500	-256.000000	-278.250500	278	-278	-80951	87.85	93.0
D:	51055.75	1972	8803	21	270	9300	0.000000	-22.374750	-248.500000	-270.874750	0	-270	-81499	88.03	93.0
D:	51061.11	1880	8818	21	263	9300	0.000000	-22.495500	-241.500000	-263.995500	0	-263	-81762	88.18	93.0
D:	51066.50	1896	8833	21	256	9300	0.000000	-22.726000	-227.000000	-249.726000	0	-256	-82018	88.33	93.0
D:	51072.24	1848	8848	21	249	9300	0.000000	-22.836250	-220.500000	-243.336250	0	-249	-82267	88.48	93.0
D:	51077.61	1872	8862	21	243	9300	0.000000	-22.943250	-214.000000	-236.943250	0	-243	-82510	88.62	93.0
D:	51082.99	1891	8876	21	236	9300	0.000000	-23.047250	-208.000000	-231.047250	0	-236	-82746	88.76	93.0
D:	51088.36	1829	8889	21	231	9300	0.000000	-23.148500	-202.500000	-225.648500	0	-231	-82977	88.89	93.0
D:	51093.73	1832	8902	20	225	9300	0.000000	-23.246500	-196.000000	-219.246500	0	-225	-83202	89.02	93.0
D:	51099.24	1912	8917	20	219	9300	0.000000	-23.341000	-189.000000	-212.341000	0	-219	-83421	89.17	93.0
D:	51104.74	1864	8932	20	212	9300	0.000000	-23.432000	-182.000000	-205.432000	0	-212	-83633	89.32	93.0
D:	51110.15	1887	8948	20	205	9300	0.000000	-23.519250	-174.500000	-198.019250	0	-198	-83838	89.48	93.0
D:	51115.49	1904	8964	20	190	9300	0.000000	-23.602750	-167.000000	-190.602750	0	-190	-84226	89.64	93.0
D:	51120.86	1903	8983	20	181	9300	0.000000	-23.681750	-158.000000	-181.681750	0	-181	-84407	89.83	93.0
D:	51126.23	1915	9002	20	172	9300	0.000000	-23.756250	-149.000000	-172.756250	0	-172	-84579	90.02	93.0
D:	51131.61	1879	9022	21	163	9300	0.000000	-23.891250	-130.000000	-153.891250	0	-163	-84742	90.22	93.0
D:	51136.99	1930	9043	21	153	9300	0.000000	-23.951500	-120.500000	-144.451500	0	-153	-84895	90.43	93.0
D:	51142.39	1986	9064	21	144	9300	0.000000	-24.006500	-110.000000	-134.006500	0	-144	-85039	90.64	93.0
D:	51147.87	1936	9087	19	134	9300	0.000000	-24.056250	-99.500000	-123.556250	0	-134	-85173	90.87	93.0
D:	51153.23	1968	9109	19	123	9300	0.000000	-24.100750	-89.000000	-113.100750	0	-123	-85296	91.09	93.0
D:	51158.61	2011	9132	19	113	9300	0.000000	-24.140000	-78.500000	-102.640000	0	-113	-85409	91.32	93.0
D:	51163.99	1951	9157	14	102	9300	0.000000	-24.173500	-67.000000	-91.173500	0	-102	-85511	91.57	93.0
D:	51169.61	1955	9182	14	91	9300	0.000000	-24.201000	-55.000000	-79.201000	0	-91	-85602	91.82	93.0
D:	51175.13	1983	9208	14	79	9300	0.000000	-24.222750	-43.500000	-67.722750	0	-67	-85681	92.08	93.0
D:	51180.63	2011	9235	10	55	9300	0.000000	-24.238250	-31.000000	-55.238250	0	-55	-85803	92.35	93.0
D:	51185.99	1982	9263	10	42	9300	0.000000	-24.247250	-18.000000	-42.247250	0	-42	-85845	92.63	93.0
D:	51191.38	2044	9291	10	29	9300	0.000000	-24.246250	7.000000	-17.246250	0	-29	-85874	92.91	93.0
D:	51196.87	2032	9318	7	17	9300	0.000000	-24.236250	20.000000	-4.236250	0	-17	-85891	93.18	93.0
D:	51202.27	2254	9346	7	4	9300	0.000000	-24.219750	33.000000	8.780250	0	-4	-85895	93.46	93.0
D:	51207.75	2002	9374	7	8	9300	0.000000	-24.197000	45.500000	21.303000	0	8	-85887	93.74	93.0
D:	51213.11	2080	9400	6	21	9300	0.000000	-24.167750	58.500000	34.332250	0	21	-85866	94.0	93.0
D:	51218.48	2062	9428	6	34	9300	0.000000	-24.132250	71.000000	46.867750	0	34	-85832	94.28	93.0
D:	51223.88	2282	9456	6	46	9300	0.000000	-24.090500	83.500000	59.409500	0	46	-85786	94.56	93.0
D:	51229.25	2034	9483	7	59	9300	0.000000	-24.042250	96.500000	72.457750	0	59	-85727	94.83	93.0
D:	51234.61	2043	9510	7	72	9300	0.000000	-23.988000	108.500000	84.512000	0	72	-85655	95.1	93.0
D:	51239.98	2015	9536	7	84	9300	0.000000	-23.927250	121.500000	97.572750	0	97	-85571	95.36	93.0
D:	51245.48	2288	9563	6	97	9300	0.000000	-23.860750	133.000000	109.139250	0	109	-85365	95.63	93.0
D:	51250.87	2090	9589	6	121	9300	0.000000	-23.788250	145.000000	121.211750	0	121	-85244	95.89	93.0
D:	51256.23	1849	9613	6	132	9300	0.000000	-23.710000	156.500000	132.790000	0	132	-85112	96.13	93.0
D:	51261.73	2075	9637	5	143	9300	0.000000	-23.536750	179.000000	155.463250	0	143	-84969	96.37	93.0
D:	51267.11	2114	9661	5	155	9300	0.000000	-23.441750	190.000000	166.558250	0	155	-84814	96.61	93.0
D:	51272.61	2142	9687	5	166	9300	0.000000	-23.340750	202.000000	178.659250	0	166	-84648	96.87	93.0
D:	51277.98	2061	9712	1	178	9300	0.000000	-23.233750	214.000000	190.766250	0	178	-84470	97.12	93.0
D:	51283.62	2135	9740	1	190	9300	0.000000	-23.120500	226.500000	203.379500	0	190	-84280	97.4	93.0
D:	51288.98	2103	9766	1	203	9300	0.000000	-23.001500	238.000000	214.998500	0	203	-84077	97.66	93.0
D:	51294.49	2072	9792	-2	214	9300	0.000000	-22.876250	250.500000	227.623750	0	214	-83863	97.92	93.0
D:	51299.86	2091	9816	-2	227	9300	0.000000	-22.745750	261.000000	238.254250	0	227	-83636	98.16	93.0
D:	51305.23	2056	9839	-2	238	9300	0.000000	-22.610000	271.500000	248.890000	0	248	-83398	98.39	93.0
D:	51310.87	2079	9860	-6	258	9300	0.000000	-22.469750	280.500000	258.030250	0	258	-82892	98.6	93.0
D:	51316.25	2293	9878	-6	266	9300	0.000000	-22.325250	289.000000	266.674750	0	266	-82626	98.78	93.0
D:	51321.61	2105	9897	-6	275	9300	0.000000	-22.022750	307.000000	284.977250	0	275	-82351	98.97	93.0
D:	51327.00	2110	9917	-6	284	9300	0.000000	-21.864500	316.500000	294.635500	0	284	-82067	99.17	93.0
D:	51332.48	2112	9937	-9	294	9300	0.000000	-21.701500	326.000000	304.298500	0	294	-81773	99.37	93.0
D:	51337.86	2120	9957	-9	304	9300	0.000000	-21.533750	335.500000	313.966250	0	304	-81469	99.57	93.0
D:	51343.23	2114	9977	-9	313	9300	0.000000	-21.361500	344.500000	323.138500	0	313	-81156	99.77	93.0
D:	51348.74	2069	9997	-10	323	9300	0.000000	-21.185000	353.000000	331.815000	0	323	-80833	99.97	93.0
D:	51354.24	2083	10015	-10	331	9300	0.000000	-21.004750	360.500000	339.495250	0	331	-80502	100.15	93.0
D:	51359.80	2135	10031	-10	339	9300	0.000000	-20.821000	367.500000	346.679000	0	339	-80163	100.31	93.0
D:	51365.11	2072	10046	-10	346	9300	0.000000	-20.633750	374.500000	353.866250	0	353	-79817	100.46	93.0
D:	51370.49	2128	10060	-10	353	9300	0.000000	-20.443250	381.000000	360.556750	0	360	-79464	100.6	93.0
D:	51375.86	2138	10072	-10	366	9300	0.000000	-20.249750	387.000000	366.750250	0	366	-78738	100.72	93.0
D:	51381.23	2136	10085	-11	372	9300	0.000000	-20.053500	392.500000	372.446500	0	372	-78366	100.85	93.0
D:	51386.63	2128	10097	-11	378	9300	0.000000	-19.854250	398.500000	384.347750	0	378	-77988	100.97	93.0
D:	51391.99	2067	10110	-11	384	9300	0.000000	-19.447250	410.000000	390.552750	0	384	-77604	101.1	93.0
D:	51397.50	2091	10122	-12	390	9300	0.000000	-19.239750	415.000000	395.760250	0	390	-77214	101.22	93.0
D:	51402.86	2051	10132	-12	395	9300	0.000000	-19.030250	419.000000	399.969750	0	395	-76819	101.32	93.0
D:	51408.23	2065	10141	-12	399	9300	0.000000	-18.818500	423.500000	404.681500	0	399	-76420	101.41	93.0
D:	51413.61	2045	10150	-12	404	9300	0.000000	-18.604750	427.500000	408.895250	0	404	-76016	101.5	93.0
D:	51418.98	2120	10160	-14	408	9300	0.000000	-18.389000	431.500000	413.111000	0	408	-75608	101.6	93.0
D:	51424.36	2288	10167	-14	413	9300	0.000000	-18.171500	435.000000	416.828500	0	413	-75195	101.67	93.0
D:	51429.73	2056	10174	-14	416	9300	0.000000	-17.952500	438.000000	420.047500	0	416	-74779	101.74	93.0
D:	51435.11	2288	10180	-16	420	9300	0.000000	-17.732250	440.500000	422.767750	0	420	-74359	101.8	93.0
D:	51440.48	2290	10185	-16	422	9300	0.000000	-17.510750	443.000000	425.489250	0	425	-73937	101.85	93.0
D:	51445.85	2296	10191	-16	428	9300	0.000000	-17.288000	445.500000	428.212000	0	428	-73084	101.91	93.0
D:	51451.23	2104	10196	-16	430	9300	0.000000	-17.064000	448.000000	430.936000	0	430	-72654	101.96	93.0
D:	51456.73	2043	10200	-16	432	9300	0.000000	-16.613740	449.500000	434.386250	0	432	-72222	102.0	93.0
D:	51462.11	1811	10202	-16	434	9300	0.000000	-16.387500	452.500000	436.112500	0	434	-71788	102.02	93.0
D:	51467.48	2066	10205	-16	436	9300	0.000000	-16.160750	453.500000	437.339250	0	436	-71352	102.05	93.0
D:	51473.00	2302	10208	-16	437	9300	0.000000	-15.933500	454.500000	438.566500	0	437	-70915	102.08	93.0
D:	51478.49	1832	10209	-16	438	9300	0.000000	-15.706000	455.000000	439.294000	0	438	-70477	102.09	93.0
D:	51483.85	2072	10210	-16	439	9300	0.000000	-15.478500	455.000000	439.521500	0	439	-70038	102.1	93.0
D:	51489.23	2044	10209	-16	439	9300	-0.000000	-15.251500	454.000000	438.748500	0	439	-69599	102.09	93.0
D:	51494.60	2288	10207	-16	438	9300	-0.000000	-15.024750	453.500000	438.475250	0	438	-69161	102.07	93.0
D:	51499.98	2014	10205	-16	438	9300	-0.000000	-14.798750	452.000000	437.201250	0	438	-68723	102.05	93.0
D:	51505.48	1979	10203	-17	437	9300	-0.000000	-14.573250	451.000000	436.426750	0	436	-68286	102.03	93.0
D:	51510.85	2000	10199	-17	435	9300	-0.000000	-14.348500	449.500000	435.151500	0	435	-67415	101.99	93.0
D:	51516.26	1968	10195	-17	433	9300	-0.000000	-14.124750	447.500000	433.375250	0	433	-66982	101.95	93.0
D:	51522.01	2008	10190	-17	431	9300	-0.000000	-13.681000	442.500000	428.819000	0	431	-66551	101.9	93.0
D:	51527.63	2234	10183	-17	428	9300	-0.000000	-13.461250	439.500000	426.038750	0	428	-66123	101.83	93.0
D:	51533.00	2040	10178	-17	426	9300	-0.000000	-13.242500	437.500000	424.257500	0	426	-65697	101.78	93.0
D:	51538.48	2250	10173	-18	424	9300	-0.000000	-13.025250	434.500000	421.474750	0	424	-65273	101.73	93.0
D:	51543.85	2035	10167	-18	421	9300	-0.000000	-12.809500	431.500000	418.690500	0	421	-64852	101.67	93.0
D:	51549.23	1992	10159	-18	418	9300	-0.000000	-12.595500	428.000000	415.404500	0	418	-64434	101.59	93.0
D:	51554.73	2000	10151	-19	415	9300	-0.000000	-12.383500	424.000000	411.616500	0	415	-64019	101.51	93.0
D:	51560.24	1992	10141	-19	411	9300	-0.000000	-12.173750	419.500000	407.326250	0	411	-63608	101.41	93.0
D:	51565.61	1968	10132	-19	407	9300	-0.000000	-11.966250	415.000000	403.033750	0	403	-63201	101.32	93.0
D:	51570.98	1936	10122	-19	398	9300	-0.000000	-11.761000	410.500000	398.739000	0	398	-62400	101.22	93.0
D:	51576.48	2008	10111	-19	393	9300	-0.000000	-11.558250	405.500000	393.941750	0	393	-62007	101.11	93.0
D:	51581.85	1946	10102	-19	389	9300	-0.000000	-11.159500	401.000000	385.340500	0	389	-61618	101.02	93.0
D:	51587.24	1975	10092	-19	385	9300	-0.000000	-10.964000	391.000000	380.036000	0	385	-61233	100.92	93.0
D:	51592.75	1936	10079	-19	380	9300	-0.000000	-10.771250	385.500000	374.728750	0	380	-60853	100.79	93.0
D:	51598.10	1938	10067	-19	374	9300	-0.000000	-10.581750	379.000000	368.418250	0	374	-60479	100.67	93.0
D:	51603.66	1950	10052	-19	368	9300	-0.000000	-10.395500	372.500000	362.104500	0	368	-60111	100.52	93.0
D:	51608.98	1898	10038	-19	362	9300	-0.000000	-10.212750	365.500000	355.287250	0	362	-59749	100.38	93.0
D:	51614.48	9608	10023	-19	355	9300	-0.000000	-10.033250	359.000000	348.966750	0	355	-59394	100.23	93.0
D:	51619.85	1968	10010	-20	348	9300	-0.000000	-9.856750	353.000000	343.143250	0	348	-59046	100.1	93.0
D:	51625.23	1898	9997	-20	343	9300	-0.000000	-9.683250	347.000000	337.316750	0	343	-58703	99.97	93.0
D:	51630.60	1896	9985	-20	337	9300	-0.000000	-9.512750	341.000000	331.487250	0	331	-58366	99.85	93.0
D:	51636.12	1866	9970	-20	325	9300	-0.000000	-9.345500	334.500000	325.154500	0	325	-57710	99.7	93.0
D:	51641.74	1951	9956	-20	319	9300	-0.000000	-9.020250	322.000000	312.979750	0	319	-57391	99.56	93.0
D:	51647.36	1867	9942	-20	312	9300	-0.000000	-8.862750	315.000000	306.137250	0	312	-57079	99.42	93.0
D:	51652.73	1921	9926	-20	306	9300	-0.000000	-8.709250	307.000000	298.290750	0	306	-56773	99.26	93.0
D:	51658.23	2047	9909	-20	298	9300	-0.000000	-8.559750	299.000000	290.440250	0	298	-56475	99.09	93.0
D:	51663.60	1904	9891	-20	290	9300	-0.000000	-8.414500	290.500000	282.085500	0	290	-56185	98.91	93.0
D:	51668.98	1896	9873	-20	282	9300	-0.000000	-8.273500	282.000000	273.726500	0	282	-55903	98.73	93.0
D:	51674.35	1871	9854	-20	273	9300	-0.000000	-8.137000	273.000000	264.863000	0	273	-55630	98.54	93.0
D:	51679.73	1904	9834	-20	264	9300	-0.000000	-8.005000	264.000000	255.995000	0	264	-55366	98.34	93.0
D:	51685.26	1841	9815	-20	255	9300	-0.000000	-7.877500	255.000000	247.122500	0	255	-55111	98.15	93.0
D:	51690.60	1832	9795	-20	247	9300	-0.000000	-7.754750	245.500000	237.745250	0	237	-54864	97.95	93.0
D:	51695.98	1783	9774	-20	228	9300	-0.000000	-7.636750	236.000000	228.363250	0	228	-54399	97.74	93.0
D:	51701.37	1794	9753	-20	218	9300	-0.000000	-7.523750	226.000000	218.476250	0	218	-54181	97.53	93.0
D:	51706.73	1801	9731	-20	208	9300	-0.000000	-7.416000	215.500000	208.084000	0	208	-53973	97.31	93.0
D:	51712.23	2019	9707	-18	197	9300	-0.000000	-7.217000	193.500000	186.283000	0	197	-53776	97.07	93.0
D:	51717.60	1735	9683	-18	186	9300	-0.000000	-7.126000	182.000000	174.874000	0	186	-53590	96.83	93.0
D:	51722.98	8942	9657	-18	174	9300	-0.000000	-7.041500	169.000000	161.958500	0	174	-53416	96.57	93.0
D:	51728.48	1726	9629	-15	161	9300	-0.000000	-6.963750	155.500000	148.536250	0	161	-53255	96.29	93.0
D:	51733.98	1736	9598	-15	148	9300	-0.000000	-6.893000	141.500000	134.607000	0	148	-53107	95.98	93.0
D:	51739.35	1694	9568	-15	134	9300	-0.000000	-6.829250	127.500000	120.670750	0	134	-52973	95.68	93.0
D:	51744.75	1736	9538	-13	120	9300	-0.000000	-6.772500	113.500000	106.727500	0	120	-52853	95.38	93.0
D:	51750.24	1744	9508	-13	106	9300	-0.000000	-6.722500	100.000000	93.277500	0	106	-52747	95.08	93.0
D:	51755.61	1689	9479	-13	93	9300	-0.000000	-6.679250	86.500000	79.820750	0	79	-52654	94.79	93.0
D:	51760.98	1714	9450	-12	0	9300	-0.000000	-6.642750	73.000000	66.357250	0	66	-52509	94.5	93.0
D:	51766.37	1700	9421	-12	52	9300	-0.000000	-6.613000	59.500000	52.887000	0	52	-52457	94.21	93.0
D:	51771.73	1733	9392	-12	39	9300	-0.000000	-6.590000	46.000000	39.410000	0	39	-52418	93.92	93.0
D:	51777.10	1759	9365	-12	26	9300	-0.000000	-6.563000	20.500000	13.937000	0	26	-52392	93.65	93.0
D:	51782.47	1661	9337	-10	13	9300	-0.000000	-6.559250	7.500000	0.940750	0	13	-52379	93.37	93.0
D:	51787.85	1722	9309	-10	0	9300	-0.000000	-6.562000	-5.500000	-12.062000	0	0	-52379	93.09	93.0
D:	51793.22	1722	9282	-10	12	9300	-0.000000	-6.571250	-18.500000	-25.071250	0	-12	-52391	92.82	93.0
D:	51798.60	1635	9254	-9	25	9300	-0.000000	-6.587000	-31.500000	-38.087000	0	-25	-52416	92.54	93.0
D:	51803.98	1695	9224	-9	38	9300	-0.000000	-6.610000	-46.000000	-52.610000	0	-38	-52454	92.24	93.0
D:	51809.37	1640	9194	-9	52	9300	-0.000000	-6.639750	-59.500000	-66.139750	0	-52	-52506	91.94	93.0
D:	51814.73	1674	9165	-10	66	9300	-0.000000	-6.676250	-73.000000	-79.676250	0	-66	-52572	91.65	93.0
D:	51820.10	1650	9135	-10	79	9300	-0.000000	-6.719750	-87.000000	-93.719750	0	-79	-52651	91.35	93.0
D:	51825.47	1627	9106	-10	93	9300	-0.000000	-6.770000	-100.500000	-107.270000	0	-93	-52744	91.06	93.0
D:	51830.87	1661	9077	-10	107	9300	-0.000000	-6.826750	-113.500000	-120.326750	0	-120	-52851	90.77	93.0
D:	51836.22	1616	9050	-10	133	9300	-0.000000	-6.890000	-126.500000	-133.390000	0	-133	-53104	90.5	93.0
D:	51841.61	1736	9023	-10	145	9300	-0.000000	-6.959250	-138.500000	-145.459250	0	-145	-53249	90.23	93.0
D:	51847.17	1616	8999	-10	156	9300	-0.000000	-7.114502	-149.500000	-168.114500	0	-156	-53405	89.99	93.0
D:	51852.49	1646	8975	-9	168	9300	-0.000000	-7.200500	-172.000000	-179.200500	0	-168	-53573	89.75	93.0
D:	51857.99	1642	8951	-9	179	9300	-0.000000	-7.292250	-183.500000	-190.792250	0	-179	-53752	89.51	93.0
D:	51863.35	8541	8926	-9	190	9300	-0.000000	-7.389500	-194.500000	-201.889500	0	-190	-53942	89.26	93.0
D:	51868.72	1651	8903	-6	201	9300	-0.000000	-7.492000	-205.000000	-212.492000	0	-201	-54143	89.03	93.0
D:	51874.10	1690	8881	-6	212	9300	-0.000000	-7.599750	-215.500000	-223.099750	0	-212	-54355	88.81	93.0
D:	51879.47	1680	8859	-6	223	9300	-0.000000	-7.712250	-225.000000	-232.712250	0	-223	-54578	88.59	93.0
D:	51884.85	1680	8838	-2	232	9300	-0.000000	-7.829500	-234.500000	-242.329500	0	-232	-54810	88.38	93.0
D:	51890.23	1611	8818	-2	242	9300	-0.000000	-7.951500	-244.000000	-251.951500	0	-242	-55052	88.18	93.0
D:	51895.73	1616	8798	-2	251	9300	-0.000000	-8.078250	-253.500000	-261.578250	0	-261	-55303	87.98	93.0
D:	51901.10	1631	8778	-2	261	9300	-0.000000	-8.209250	-262.000000	-270.209250	0	-270	-55834	87.78	93.0
D:	51906.47	1619	8759	2	279	9300	-0.000000	-8.344750	-271.000000	-279.344750	0	-279	-56113	87.59	93.0
D:	51912.00	1720	8742	2	286	9300	-0.000000	-8.627250	-278.500000	-295.127250	0	-286	-56399	87.42	93.0
D:	51917.62	1630	8725	2	295	9300	-0.000000	-8.774000	-293.500000	-302.274000	0	-295	-56694	87.25	93.0
D:	51923.10	1616	8710	5	302	9300	-0.000000	-8.924250	-300.500000	-309.424250	0	-302	-56996	87.1	93.0
D:	51928.49	1608	8695	5	309	9300	-0.000000	-9.077750	-307.000000	-316.077750	0	-309	-57305	86.95	93.0
D:	51934.00	1667	8681	5	316	9300	-0.000000	-9.234250	-313.000000	-322.234250	0	-316	-57621	86.81	93.0
D:	51939.75	1725	8668	6	322	9300	-0.000000	-9.393500	-318.500000	-327.893500	0	-322	-57943	86.68	93.0
D:	51945.10	1636	8658	6	327	9300	-0.000000	-9.555000	-323.000000	-332.555000	0	-327	-58270	86.58	93.0
D:	51950.52	1627	8647	6	332	9300	-0.000000	-9.718750	-327.500000	-337.218750	0	-332	-58602	86.47	93.0
D:	51955.85	1690	8637	6	337	9300	-0.000000	-9.885000	-332.500000	-342.385000	0	-342	-58939	86.37	93.0
D:	51961.24	1720	8628	6	346	9300	-0.000000	-10.053250	-336.500000	-346.553250	0	-346	-59627	86.28	93.0
D:	51966.60	1648	8621	6	349	9300	-0.000000	-10.223000	-339.500000	-349.723000	0	-349	-59976	86.21	93.0
D:	51971.97	1727	8614	6	352	9300	-0.000000	-10.394250	-342.500000	-352.894250	0	-352	-60328	86.14	93.0
D:	51977.36	1726	8608	6	356	9300	-0.000000	-10.741000	-348.000000	-358.741000	0	-356	-60684	86.08	93.0
D:	51982.73	1680	8602	6	358	9300	-0.000000	-10.916500	-351.000000	-361.916500	0	-358	-61042	86.02	93.0
D:	51988.24	1688	8597	7	361	9300	-0.000000	-11.093000	-353.000000	-364.093000	0	-361	-61403	85.97	93.0
D:	51993.86	1726	8593	7	364	9300	-0.000000	-11.270250	-354.500000	-365.770250	0	-364	-61767	85.93	93.0
D:	51999.22	1704	8589	7	365	9300	-0.000000	-11.448500	-356.500000	-367.948500	0	-365	-62132	85.89	93.0
D:	52004.72	1712	8585	9	367	9300	-0.000000	-11.627500	-358.000000	-369.627500	0	-367	-62499	85.85	93.0
D:	52010.22	1684	8583	9	369	9300	-0.000000	-11.807250	-359.500000	-371.307250	0	-369	-62868	85.83	93.0
D:	52015.60	1728	8579	9	371	9300	-0.000000	-11.987500	-360.500000	-372.487500	0	-371	-63239	85.79	93.0
D:	52020.98	1727	8577	11	372	9300	-0.000000	-12.168250	-361.500000	-373.668250	0	-373	-63611	85.77	93.0
D:	52026.37	1704	8576	11	374	9300	-0.000000	-12.349250	-362.000000	-374.349250	0	-374	-64358	85.76	93.0
D:	52032.00	1717	8576	11	374	9300	0.000000	-12.530250	-362.000000	-374.530250	0	-374	-64732	85.76	93.0
D:	52037.48	1730	8576	13	374	9300	0.000000	-12.892000	-361.500000	-374.392000	0	-374	-65106	85.76	93.0
D:	52042.85	1744	8578	13	374	9300	0.000000	-13.072250	-360.500000	-373.572250	0	-374	-65480	85.78	93.0
D:	52048.22	1701	8579	13	373	9300	0.000000	-13.252000	-359.500000	-372.752000	0	-373	-65853	85.79	93.0
D:	52053.60	1744	8582	13	372	9300	0.000000	-13.431000	-358.000000	-371.431000	0	-372	-66225	85.82	93.0
D:	52058.97	1788	8586	13	371	9300	0.000000	-13.608750	-355.500000	-369.108750	0	-371	-66596	85.86	93.0
D:	52064.36	1752	8590	13	369	9300	0.000000	-13.785750	-354.000000	-367.785750	0	-369	-66965	85.9	93.0
D:	52069.72	1774	8594	13	367	9300	0.000000	-13.961750	-352.000000	-365.961750	0	-367	-67332	85.94	93.0
D:	52075.10	1791	8598	13	365	9300	0.000000	-14.136750	-350.000000	-364.136750	0	-365	-67697	85.98	93.0
D:	52080.47	1999	8602	13	364	9300	0.000000	-14.311000	-348.500000	-362.811000	0	-364	-68061	86.02	93.0
D:	52085.85	1774	8606	13	362	9300	0.000000	-14.484250	-346.500000	-360.984250	0	-360	-68423	86.06	93.0
D:	52091.26	1720	8610	13	360	9300	0.000000	-14.656500	-344.500000	-359.156500	359	-359	-68783	86.1	93.0
D:	52096.60	1555	8616	13	356	9300	0.000000	-14.827500	-342.000000	-356.827500	0	-356	-69498	86.16	93.0
D:	52102.11	1726	8623	13	353	9300	0.000000	-14.996750	-338.500000	-353.496750	0	-353	-69851	86.23	93.0
D:	52107.47	1545	8630	13	350	9300	0.000000	-15.330250	-331.500000	-346.830250	0	-350	-70201	86.3	93.0
D:	52112.84	1985	8638	13	346	9300	0.000000	-15.494500	-328.500000	-343.994500	0	-346	-70547	86.38	93.0
D:	52118.22	1759	8645	13	343	9300	0.000000	-15.656750	-324.500000	-340.156750	0	-343	-70890	86.45	93.0
D:	52123.72	1759	8654	14	340	9300	0.000000	-15.817000	-320.500000	-336.317000	0	-340	-71230	86.54	93.0
D:	52129.22	1576	8663	14	336	9300	0.000000	-15.975000	-316.000000	-331.975000	0	-336	-71566	86.63	93.0
D:	52134.59	1810	8673	14	331	9300	0.000000	-16.130750	-311.500000	-327.630750	0	-331	-71897	86.73	93.0
D:	52139.97	1816	8683	15	327	9300	0.000000	-16.284000	-306.500000	-322.784000	0	-327	-72224	86.83	93.0
D:	52145.48	1580	8694	15	322	9300	0.000000	-16.434500	-301.000000	-317.434500	0	-322	-72546	86.94	93.0
D:	52150.84	1860	8707	15	317	9300	0.000000	-16.582000	-295.000000	-311.582000	0	-311	-72863	87.07	93.0
D:	52156.22	1603	8720	15	311	9300	0.000000	-16.726500	-289.000000	-305.726500	0	-305	-73174	87.2	93.0
D:	52161.60	1842	8732	15	300	9300	0.000000	-16.868250	-283.500000	-300.368250	0	-300	-73779	87.32	93.0
D:	52166.99	8735	8743	15	295	9300	0.000000	-17.007500	-278.500000	-295.507500	0	-295	-74074	87.43	93.0
D:	52172.47	2024	8753	14	291	9300	0.000000	-17.279500	-270.000000	-287.279500	0	-291	-74365	87.53	93.0
D:	52177.84	1568	8761	14	287	9300	0.000000	-17.412250	-265.500000	-282.912250	0	-287	-74652	87.61	93.0
D:	52183.24	1816	8771	14	282	9300	0.000000	-17.543000	-261.500000	-279.043000	0	-282	-74934	87.71	93.0
D:	52188.60	1770	8780	14	279	9300	0.000000	-17.671750	-257.500000	-275.171750	0	-279	-75213	87.8	93.0
D:	52194.22	2024	8789	14	275	9300	0.000000	-17.798000	-252.500000	-270.298000	0	-275	-75488	87.89	93.0
D:	52199.59	1837	8799	14	270	9300	0.000000	-17.922000	-248.000000	-265.922000	0	-270	-75758	87.99	93.0
D:	52204.97	1808	8810	14	265	9300	0.000000	-18.043500	-243.000000	-261.043500	0	-265	-76023	88.1	93.0
D:	52210.36	1808	8820	14	261	9300	0.000000	-18.162250	-237.500000	-255.662250	0	-261	-76284	88.2	93.0
D:	52215.72	1800	8833	14	255	9300	0.000000	-18.278000	-231.500000	-249.778000	0	-255	-76539	88.33	93.0
D:	52221.22	1867	8845	14	249	9300	0.000000	-18.391250	-226.500000	-244.891250	0	-244	-76788	88.45	93.0
D:	52226.87	1823	8856	14	240	9300	0.000000	-18.502250	-222.000000	-240.502250	0	-240	-77272	88.56	93.0
D:	52232.35	1560	8866	14	235	9300	0.000000	-18.610750	-217.000000	-231.717195	0	-235	-77507	88.66	93.0
D:	52237.72	1851	8875	14	231	9300	0.000000	-18.822000	-209.500000	-228.322000	0	-231	-77738	88.75	93.0
