Syntax version=4
Wed Jul 04 03:45:08 2018
Starting process (3312812 clocks per sec)

LogRawData=false
VarHeader=1
D:		ADC_Value	LoadDataAcquired	iServoLoadRate	iAccSpd	isotonicLoad	Kd_term	Ki_term	Kp_term	control	lServoPulseAddCnt	iCurTonicSpd	lTotalPositionCount	!LoadDataAcquired_10!	!isotonicLoad_100!
D:	time(ms)	(0x20001220,2)	(0x20001148,4)	(0x20001296,3)	(0x200011a8,5)	(0x2000126a,3)	(0x200010e8,7)	(0x200010e0,7)	(0x200010d8,7)	(0x200010f0,7)	(0x200011b4,5)	(0x200011f0,5)	(0x200011ac,5)	!LoadDataAcquired/100!	!isotonicLoad/100!
D:	7981.74	1604	8218	23	482	9300	-0.000000	16.774250	-500.000000	-483.225750	0	-482	27511	82.18	93.0
D:	7987.27	1681	8217	23	483	9300	-0.000000	16.503250	-500.000000	-483.496750	0	-483	27028	82.17	93.0
D:	7992.61	1672	8216	23	483	9300	-0.000000	16.232000	-500.000000	-483.768000	0	-483	26545	82.16	93.0
D:	7997.99	1602	8213	23	483	9300	-0.000000	15.960250	-500.000000	-484.039750	0	-483	26062	82.13	93.0
D:	8003.36	1645	8213	23	484	9300	0.000000	15.688500	-500.000000	-484.311500	0	-484	25578	82.13	93.0
D:	8008.74	1627	8211	23	484	9300	-0.000000	15.416250	-500.000000	-484.583750	0	-484	25094	82.11	93.0
D:	8014.11	1602	8210	23	484	9300	-0.000000	15.143750	-500.000000	-484.856250	0	-484	24610	82.1	93.0
D:	8019.49	1672	8208	23	485	9300	-0.000000	14.870750	-500.000000	-485.129250	0	-485	23641	82.08	93.0
D:	8024.88	1673	8206	23	485	9300	-0.000000	14.597250	-500.000000	-485.402750	0	-485	23156	82.06	93.0
D:	8030.37	1631	8203	23	485	9300	-0.000000	14.048500	-500.000000	-485.951500	0	-485	22671	82.03	93.0
D:	8035.74	1589	8201	23	485	9300	-0.000000	13.773250	-500.000000	-486.226750	0	-485	22186	82.01	93.0
D:	8041.11	1594	8199	23	486	9300	-0.000000	13.497500	-500.000000	-486.502500	0	-486	21700	81.99	93.0
D:	8046.49	1620	8196	23	486	9300	-0.000000	13.221000	-500.000000	-486.779000	0	-486	21214	81.96	93.0
D:	8051.99	1582	8193	23	486	9300	-0.000000	12.943750	-500.000000	-487.056250	0	-486	20728	81.93	93.0
D:	8057.36	1588	8190	24	487	9300	-0.000000	12.665750	-500.000000	-487.334250	0	-487	20241	81.9	93.0
D:	8062.73	1641	8187	24	487	9300	-0.000000	12.387250	-500.000000	-487.612750	0	-487	19754	81.87	93.0
D:	8068.25	1627	8185	24	487	9300	-0.000000	12.108500	-500.000000	-487.891500	0	-487	19267	81.85	93.0
D:	8073.74	1662	8185	24	487	9300	-0.000000	11.829500	-500.000000	-488.170500	0	-488	18780	81.85	93.0
D:	8079.11	1626	8182	24	488	9300	-0.000000	11.550000	-500.000000	-488.450000	0	-488	18292	81.82	93.0
D:	8084.61	1673	8181	24	488	9300	-0.000000	11.270250	-500.000000	-488.729750	0	-488	17316	81.81	93.0
D:	8089.98	1681	8181	23	489	9300	-0.000000	10.990250	-500.000000	-489.009750	0	-489	16827	81.81	93.0
D:	8095.40	1656	8179	23	489	9300	-0.000000	10.429500	-500.000000	-489.570500	0	-489	16338	81.79	93.0
D:	8100.73	1672	8178	23	489	9300	-0.000000	10.148750	-500.000000	-489.851250	0	-489	15849	81.78	93.0
D:	8106.24	1589	8177	23	489	9300	-0.000000	9.867750	-500.000000	-490.132250	0	-489	15360	81.77	93.0
D:	8111.64	1688	8175	23	490	9300	-0.000000	9.586500	-500.000000	-490.413500	0	-490	14870	81.75	93.0
D:	8116.98	1640	8174	23	490	9300	-0.000000	9.304750	-500.000000	-490.695250	0	-490	14380	81.74	93.0
D:	8122.37	1592	8173	23	490	9300	0.000000	9.023000	-500.000000	-490.977000	0	-490	13890	81.73	93.0
D:	8127.74	1632	8172	23	490	9300	-0.000000	8.741000	-500.000000	-491.259000	0	-490	13400	81.72	93.0
D:	8133.11	1582	8170	23	491	9300	-0.000000	8.458250	-500.000000	-491.541750	0	-491	12909	81.7	93.0
D:	8138.48	1640	8169	23	491	9300	0.000000	8.175500	-500.000000	-491.824500	0	-491	12418	81.69	93.0
D:	8143.86	1593	8167	24	491	9300	-0.000000	7.892250	-500.000000	-492.107750	0	-492	11927	81.67	93.0
D:	8149.24	1658	8166	24	492	9300	-0.000000	7.608500	-500.000000	-492.391500	0	-492	11435	81.66	93.0
D:	8154.62	1600	8165	24	492	9300	0.000000	7.324750	-500.000000	-492.675250	0	-492	10451	81.65	93.0
D:	8159.99	1616	8163	24	492	9300	-0.000000	7.040500	-500.000000	-492.959500	0	-492	9959	81.63	93.0
D:	8165.36	1586	8161	24	493	9300	-0.000000	6.755750	-500.000000	-493.529500	0	-493	9466	81.61	93.0
D:	8170.73	1579	8159	24	493	9300	-0.000000	6.184750	-500.000000	-493.815250	0	-493	8973	81.59	93.0
D:	8176.11	1630	8156	23	493	9300	-0.000000	5.898500	-500.000000	-494.101500	0	-493	8480	81.56	93.0
D:	8181.61	1578	8155	23	494	9300	-0.000000	5.612000	-500.000000	-494.388000	0	-494	7986	81.55	93.0
D:	8186.98	1627	8154	23	494	9300	-0.000000	5.325250	-500.000000	-494.674750	0	-494	7492	81.54	93.0
D:	8192.36	1667	8153	23	494	9300	-0.000000	5.038250	-500.000000	-494.961750	0	-494	6998	81.53	93.0
D:	8197.74	1599	8152	23	494	9300	0.000000	4.751250	-500.000000	-495.248750	0	-494	6504	81.52	93.0
D:	8203.11	1624	8152	23	495	9300	0.000000	4.464250	-500.000000	-495.535750	0	-495	6009	81.52	93.0
D:	8208.48	1595	8151	23	495	9300	-0.000000	4.177000	-500.000000	-495.823000	0	-495	5514	81.51	93.0
D:	8213.86	1613	8150	24	495	9300	-0.000000	3.889500	-500.000000	-496.110500	0	-495	5019	81.5	93.0
D:	8219.23	1624	8150	24	496	9300	0.000000	3.602000	-500.000000	-496.398000	0	-496	4523	81.5	93.0
D:	8224.61	1624	8151	24	496	9300	0.000000	3.314750	-500.000000	-496.685250	0	-496	3531	81.51	93.0
D:	8229.99	8034	8150	24	496	9300	-0.000000	3.027250	-500.000000	-496.972750	0	-496	3035	81.5	93.0
D:	8235.64	1631	8150	24	497	9300	0.000000	2.452250	-500.000000	-497.547750	0	-497	2538	81.5	93.0
D:	8241.26	1596	8150	24	497	9300	0.000000	2.165000	-500.000000	-497.835000	0	-497	2041	81.5	93.0
D:	8246.86	1594	8151	24	497	9300	-0.000000	1.877500	-500.000000	-498.122500	0	-497	1544	81.51	93.0
D:	8252.25	1594	8150	23	498	9300	0.000000	1.590000	-500.000000	-498.410000	0	-498	1046	81.5	93.0
D:	8257.63	1634	8150	23	498	9300	0.000000	1.302500	-500.000000	-498.697500	0	-498	548	81.5	93.0
D:	8263.12	1674	8150	23	498	9300	0.000000	1.015250	-500.000000	-498.984750	0	-498	50	81.5	93.0
D:	8268.61	1588	8151	23	498	9300	0.000000	0.728000	-500.000000	-499.272000	0	-498	-448	81.51	93.0
D:	8273.98	1631	8151	23	499	9300	0.000000	0.440750	-500.000000	-499.559250	0	-499	-947	81.51	93.0
D:	8279.37	1592	8150	23	499	9300	-0.000000	0.153250	-500.000000	-499.846750	499	-499	-1945	81.5	93.0
D:	8284.88	1549	8149	23	500	9300	-0.000000	-0.134500	-500.000000	-500.134500	0	-500	-2445	81.49	93.0
D:	8290.36	1631	8149	23	500	9300	0.000000	-0.422250	-500.000000	-500.422250	0	-500	-2945	81.49	93.0
D:	8295.73	1631	8148	23	500	9300	-0.000000	-0.998500	-500.000000	-500.998500	0	-500	-3445	81.48	93.0
D:	8301.11	1599	8147	24	500	9300	0.000000	-1.286750	-500.000000	-501.286750	0	-500	-3945	81.47	93.0
D:	8306.63	1666	8147	24	501	9300	0.000000	-1.575000	-500.000000	-501.575000	0	-501	-4446	81.47	93.0
D:	8311.98	1631	8146	24	501	9300	-0.000000	-1.863500	-500.000000	-501.863500	0	-501	-4947	81.46	93.0
D:	8317.48	1672	8146	24	501	9300	0.000000	-2.152000	-500.000000	-502.152000	0	-501	-5448	81.46	93.0
D:	8322.86	1609	8145	24	502	9300	-0.000000	-2.440750	-500.000000	-502.440750	0	-502	-5950	81.45	93.0
D:	8328.26	1672	8145	24	502	9300	-0.000000	-2.729750	-500.000000	-502.729750	0	-502	-6452	81.45	93.0
D:	8333.87	1663	8143	23	502	9300	-0.000000	-3.019000	-500.000000	-503.019000	0	-502	-6954	81.43	93.0
D:	8339.24	1624	8143	23	503	9300	0.000000	-3.308250	-500.000000	-503.308250	0	-503	-7457	81.43	93.0
D:	8344.61	1609	8142	23	503	9300	-0.000000	-3.597750	-500.000000	-503.597750	0	-503	-8463	81.42	93.0
D:	8350.02	1612	8141	23	503	9300	-0.000000	-3.887500	-500.000000	-503.887500	0	-503	-8966	81.41	93.0
D:	8355.50	1633	8140	24	504	9300	-0.000000	-4.177500	-500.000000	-504.467250	0	-504	-9470	81.4	93.0
D:	8360.88	1629	8140	24	504	9300	-0.000000	-4.757250	-500.000000	-504.757250	0	-504	-9974	81.4	93.0
D:	8366.36	1592	8140	24	504	9300	0.000000	-5.047000	-500.000000	-505.047000	0	-504	-10478	81.4	93.0
D:	8371.73	1565	8140	24	505	9300	-0.000000	-5.337000	-500.000000	-505.337000	0	-505	-10983	81.4	93.0
D:	8377.11	1647	8139	24	505	9300	0.000000	-5.627000	-500.000000	-505.627000	0	-505	-11488	81.39	93.0
D:	8382.48	1663	8141	24	505	9300	0.000000	-5.916750	-500.000000	-505.916750	0	-505	-11993	81.41	93.0
D:	8387.85	1599	8141	24	505	9300	0.000000	-6.206500	-500.000000	-506.206500	0	-505	-12498	81.41	93.0
D:	8393.23	1601	8141	24	506	9300	0.000000	-6.496250	-500.000000	-506.496250	0	-506	-13004	81.41	93.0
D:	8398.61	1617	8142	24	506	9300	0.000000	-6.786000	-500.000000	-506.786000	0	-506	-13510	81.42	93.0
D:	8403.99	1592	8141	24	506	9300	0.000000	-7.075500	-500.000000	-507.075500	0	-506	-14016	81.41	93.0
D:	8409.36	1580	8142	23	507	9300	0.000000	-7.365000	-500.000000	-507.365000	0	-507	-14523	81.42	93.0
D:	8414.88	1616	8141	23	507	9300	-0.000000	-7.654750	-500.000000	-507.654750	0	-507	-15537	81.41	93.0
D:	8420.36	1626	8140	23	507	9300	-0.000000	-7.944750	-500.000000	-507.944750	0	-507	-16044	81.4	93.0
D:	8425.87	1576	8139	22	508	9300	-0.000000	-8.525500	-500.000000	-508.525500	0	-508	-16552	81.39	93.0
D:	8431.24	1557	8138	22	508	9300	-0.000000	-8.816250	-500.000000	-508.816250	0	-508	-17060	81.38	93.0
D:	8436.73	1651	8137	22	508	9300	-0.000000	-9.107250	-500.000000	-509.107250	0	-508	-17568	81.37	93.0
D:	8442.11	1608	8136	22	509	9300	0.000000	-9.398250	-500.000000	-509.398250	0	-509	-18077	81.36	93.0
D:	8447.49	1624	8136	22	509	9300	0.000000	-9.689250	-500.000000	-509.689250	0	-509	-18586	81.36	93.0
D:	8452.86	1652	8136	22	509	9300	0.000000	-9.980250	-500.000000	-509.980250	0	-509	-19095	81.36	93.0
D:	8458.24	1592	8137	24	509	9300	0.000000	-10.271000	-500.000000	-510.271000	0	-509	-19604	81.37	93.0
D:	8463.60	1597	8136	24	510	9300	0.000000	-10.561750	-500.000000	-510.561750	0	-510	-20114	81.36	93.0
D:	8468.98	1592	8137	24	510	9300	0.000000	-10.852500	-500.000000	-510.852500	0	-510	-20624	81.37	93.0
D:	8474.63	1675	8138	25	510	9300	0.000000	-11.143250	-500.000000	-511.143250	0	-511	-21645	81.38	93.0
D:	8480.10	1672	8137	25	511	9300	0.000000	-11.433750	-500.000000	-511.433750	0	-511	-22156	81.37	93.0
D:	8485.48	7997	8138	25	511	9300	0.000000	-11.724250	-500.000000	-511.724250	0	-511	-22667	81.38	93.0
D:	8490.86	1630	8138	25	512	9300	0.000000	-12.305000	-500.000000	-512.305000	0	-512	-23179	81.38	93.0
D:	8496.23	1650	8139	25	512	9300	0.000000	-12.595250	-500.000000	-512.595250	0	-512	-23691	81.39	93.0
D:	8501.60	1608	8140	25	512	9300	0.000000	-12.885250	-500.000000	-512.885250	0	-512	-24203	81.4	93.0
D:	8507.11	8019	8141	24	512	9300	0.000000	-13.175000	-500.000000	-513.175000	0	-512	-24715	81.41	93.0
D:	8512.48	1680	8142	24	513	9300	0.000000	-13.464750	-500.000000	-513.464750	0	-513	-25228	81.42	93.0
D:	8517.86	1688	8142	24	513	9300	0.000000	-13.754000	-500.000000	-513.754000	0	-513	-25741	81.42	93.0
D:	8523.26	1688	8144	24	513	9300	0.000000	-14.043000	-500.000000	-514.043000	0	-513	-26254	81.44	93.0
D:	8528.74	1680	8144	24	514	9300	0.000000	-14.331750	-500.000000	-514.331750	0	-514	-26768	81.44	93.0
D:	8534.11	1684	8146	24	514	9300	0.000000	-14.620000	-500.000000	-514.620000	0	-514	-27282	81.46	93.0
D:	8539.48	1602	8147	24	514	9300	0.000000	-14.908250	-500.000000	-514.908250	0	-514	-27796	81.47	93.0
D:	8544.85	1640	8148	24	515	9300	0.000000	-15.196250	-500.000000	-515.196250	0	-515	-28825	81.48	93.0
D:	8550.23	1608	8150	24	515	9300	0.000000	-15.483750	-500.000000	-515.483750	0	-515	-29340	81.5	93.0
D:	8555.60	1604	8151	24	515	9300	0.000000	-15.771000	-500.000000	-516.058000	0	-515	-29855	81.51	93.0
D:	8561.10	1648	8152	24	516	9300	0.000000	-16.344750	-500.000000	-516.344750	0	-516	-30371	81.52	93.0
D:	8566.48	1611	8154	24	516	9300	0.000000	-16.631000	-500.000000	-516.631000	0	-516	-30887	81.54	93.0
D:	8571.86	1608	8156	24	516	9300	0.000000	-16.916750	-500.000000	-516.916750	0	-516	-31403	81.56	93.0
D:	8577.23	1640	8158	24	516	9300	0.000000	-17.202250	-500.000000	-517.202250	0	-516	-31919	81.58	93.0
D:	8582.60	1618	8160	24	517	9300	0.000000	-17.487000	-500.000000	-517.487000	0	-517	-32436	81.6	93.0
D:	8587.99	1648	8162	24	517	9300	0.000000	-17.771250	-500.000000	-517.771250	0	-517	-32953	81.62	93.0
D:	8593.39	1663	8164	24	517	9300	0.000000	-18.054750	-500.000000	-518.054750	0	-517	-33470	81.64	93.0
D:	8598.73	1688	8167	24	518	9300	0.000000	-18.337750	-500.000000	-518.337750	0	-518	-33988	81.67	93.0
D:	8604.10	8356	8171	24	518	9300	0.000000	-18.620000	-500.000000	-518.620000	0	-518	-34506	81.71	93.0
D:	8609.48	1640	8172	24	518	9300	0.000000	-18.901750	-500.000000	-518.901750	0	-518	-35024	81.72	93.0
D:	8615.11	1660	8175	24	519	9300	0.000000	-19.183000	-500.000000	-519.183000	0	-519	-36061	81.75	93.0
D:	8620.48	1612	8178	24	519	9300	0.000000	-19.463500	-500.000000	-519.463500	0	-519	-36580	81.78	93.0
D:	8625.85	1659	8181	24	519	9300	0.000000	-20.022250	-500.000000	-520.022250	0	-519	-37099	81.81	93.0
D:	8631.38	1659	8184	24	520	9300	0.000000	-20.300500	-500.000000	-520.300500	0	-520	-37619	81.84	93.0
D:	8636.85	1640	8188	24	520	9300	0.000000	-20.578000	-500.000000	-520.578000	0	-520	-38139	81.88	93.0
D:	8642.26	1679	8191	24	520	9300	0.000000	-20.854250	-500.000000	-520.854250	0	-520	-38659	81.91	93.0
D:	8647.74	1659	8195	24	520	9300	0.000000	-21.130000	-500.000000	-521.130000	0	-520	-39179	81.95	93.0
D:	8653.10	1682	8199	24	521	9300	0.000000	-21.404750	-500.000000	-521.404750	0	-521	-39700	81.99	93.0
D:	8658.61	1680	8202	24	521	9300	0.000000	-21.679000	-500.000000	-521.679000	0	-521	-40221	82.02	93.0
D:	8664.25	1665	8206	24	521	9300	0.000000	-21.952250	-500.000000	-521.952250	0	-521	-40742	82.06	93.0
D:	8669.60	1617	8209	24	521	9300	0.000000	-22.224750	-500.000000	-522.224750	0	-522	-41263	82.09	93.0
D:	8675.10	1661	8213	24	522	9300	0.000000	-22.496500	-500.000000	-522.496500	0	-522	-42307	82.13	93.0
D:	8680.48	1713	8216	24	522	9300	0.000000	-22.767500	-500.000000	-522.767500	0	-522	-42829	82.16	93.0
D:	8685.85	1661	8220	24	523	9300	0.000000	-23.037500	-500.000000	-523.306750	0	-523	-43352	82.2	93.0
D:	8691.23	1640	8223	24	523	9300	0.000000	-23.575750	-500.000000	-523.575750	0	-523	-43875	82.23	93.0
D:	8696.61	1712	8225	24	523	9300	0.000000	-23.844000	-500.000000	-523.844000	0	-523	-44398	82.25	93.0
D:	8701.98	1704	8229	24	523	9300	0.000000	-24.111250	-500.000000	-524.111250	0	-523	-44921	82.29	93.0
D:	8707.35	1630	8232	24	524	9300	0.000000	-24.377750	-500.000000	-524.377750	0	-524	-45445	82.32	93.0
D:	8712.73	1687	8237	24	524	9300	0.000000	-24.643250	-500.000000	-524.643250	0	-524	-45969	82.37	93.0
D:	8718.10	1641	8240	25	524	9300	0.000000	-24.908000	-500.000000	-524.908000	0	-524	-46493	82.4	93.0
D:	8723.47	1631	8243	25	524	9300	0.000000	-25.172000	-500.000000	-525.172000	0	-524	-47017	82.43	93.0
D:	8728.85	1624	8247	25	525	9300	0.000000	-25.435000	-500.000000	-525.435000	0	-525	-47542	82.47	93.0
D:	8734.39	1680	8249	25	525	9300	0.000000	-25.697500	-500.000000	-525.697500	0	-525	-48067	82.49	93.0
D:	8739.87	1694	8252	25	525	9300	0.000000	-25.959250	-500.000000	-525.959250	0	-525	-48592	82.52	93.0
D:	8745.50	1667	8256	25	526	9300	0.000000	-26.220250	-500.000000	-526.220250	0	-526	-49643	82.56	93.0
D:	8750.87	1672	8259	25	526	9300	0.000000	-26.740000	-500.000000	-526.740000	0	-526	-50169	82.59	93.0
D:	8756.35	1720	8262	24	526	9300	0.000000	-26.998750	-500.000000	-526.998750	0	-526	-50695	82.62	93.0
D:	8761.73	1668	8266	24	526	9300	0.000000	-27.257000	-500.000000	-527.257000	0	-526	-51221	82.66	93.0
D:	8767.10	1634	8268	24	527	9300	0.000000	-27.514500	-500.000000	-527.514500	0	-527	-51748	82.68	93.0
D:	8772.60	8331	8272	24	527	9300	0.000000	-27.771000	-500.000000	-527.771000	0	-527	-52275	82.72	93.0
D:	8777.98	1683	8276	24	527	9300	0.000000	-28.026750	-500.000000	-528.026750	0	-527	-52802	82.76	93.0
D:	8783.36	1680	8279	24	528	9300	0.000000	-28.281750	-500.000000	-528.281750	0	-528	-53330	82.79	93.0
D:	8788.73	1672	8282	24	528	9300	0.000000	-28.536000	-500.000000	-528.536000	0	-528	-53858	82.82	93.0
D:	8794.10	1626	8285	24	528	9300	0.000000	-28.789500	-500.000000	-528.789500	0	-528	-54386	82.85	93.0
D:	8799.47	1720	8287	24	528	9300	0.000000	-29.042500	-500.000000	-529.042500	0	-529	-54914	82.87	93.0
D:	8804.85	1631	8290	24	529	9300	0.000000	-29.295000	-500.000000	-529.295000	0	-529	-55443	82.9	93.0
D:	8810.22	1680	8292	24	529	9300	0.000000	-29.547000	-500.000000	-529.547000	0	-529	-56501	82.92	93.0
D:	8815.73	1715	8294	24	529	9300	0.000000	-29.798500	-500.000000	-529.798500	0	-529	-57030	82.94	93.0
D:	8821.10	1672	8296	24	530	9300	0.000000	-30.300000	-500.000000	-530.300000	0	-530	-57560	82.96	93.0
D:	8826.61	1640	8299	24	530	9300	0.000000	-30.550000	-500.000000	-530.550000	0	-530	-58090	82.99	93.0
D:	8831.97	1715	8301	24	530	9300	0.000000	-30.799250	-498.500000	-529.299250	0	-530	-58620	83.01	93.0
D:	8837.38	1715	8304	24	529	9300	0.000000	-31.048250	-498.000000	-529.048250	0	-529	-59149	83.04	93.0
D:	8842.72	1634	8305	24	529	9300	0.000000	-31.296750	-497.000000	-528.296750	0	-529	-59678	83.05	93.0
D:	8848.10	1663	8307	24	528	9300	0.000000	-31.544500	-495.500000	-527.044500	0	-528	-60206	83.07	93.0
D:	8853.47	1651	8310	24	527	9300	0.000000	-31.791750	-494.500000	-526.291750	0	-527	-60733	83.1	93.0
D:	8858.85	1648	8312	24	526	9300	0.000000	-32.038500	-493.500000	-525.538500	0	-526	-61259	83.12	93.0
D:	8864.23	1722	8314	24	525	9300	0.000000	-32.284750	-492.500000	-524.784750	0	-525	-61784	83.14	93.0
D:	8869.61	8336	8317	24	524	9300	0.000000	-32.530250	-491.000000	-523.530250	0	-523	-62308	83.17	93.0
D:	8874.97	1736	8320	24	523	9300	0.000000	-32.775000	-489.500000	-522.275000	522	-522	-62831	83.2	93.0
D:	8880.35	1688	8324	24	521	9300	0.000000	-33.019000	-488.000000	-521.019000	0	-521	-63874	83.24	93.0
D:	8885.72	1631	8326	24	520	9300	0.000000	-33.262500	-487.000000	-520.262500	0	-520	-64394	83.26	93.0
D:	8891.10	1726	8328	24	519	9300	0.000000	-33.747993	-486.000000	-518.748000	0	-519	-64913	83.28	93.0
D:	8896.47	1641	8330	24	518	9300	0.000000	-33.989750	-483.500000	-517.489750	0	-518	-65431	83.3	93.0
D:	8901.85	1723	8334	24	517	9300	0.000000	-34.230750	-482.000000	-516.230750	0	-517	-65948	83.34	93.0
D:	8907.36	1720	8337	23	516	9300	0.000000	-34.471250	-481.000000	-515.471250	0	-516	-66464	83.37	93.0
D:	8912.73	1681	8339	23	515	9300	0.000000	-34.711250	-480.000000	-514.711250	0	-515	-66979	83.39	93.0
D:	8918.10	1681	8342	23	514	9300	0.000000	-34.950500	-478.500000	-513.450500	0	-514	-67493	83.42	93.0
D:	8923.47	1657	8345	22	513	9300	0.000000	-35.189000	-477.000000	-512.189000	0	-513	-68006	83.45	93.0
D:	8928.87	1739	8348	22	512	9300	0.000000	-35.426750	-475.500000	-510.926750	0	-512	-68518	83.48	93.0
D:	8934.39	1668	8351	22	510	9300	0.000000	-35.663750	-474.000000	-509.663750	0	-510	-69028	83.51	93.0
D:	8939.72	1696	8354	23	509	9300	0.000000	-35.900000	-472.500000	-508.400000	0	-508	-69537	83.54	93.0
D:	8945.10	1666	8356	23	0	9300	0.000000	-36.136000	-472.000000	-508.136000	0	-508	-70553	83.56	93.0
D:	8950.60	1736	8358	23	507	9300	0.000000	-36.371500	-471.000000	-507.371500	0	-507	-71060	83.58	93.0
D:	8956.10	1682	8360	24	506	9300	0.000000	-36.606500	-470.000000	-505.340750	0	-506	-71566	83.6	93.0
D:	8961.47	1715	8363	24	505	9300	0.000000	-37.074500	-467.500000	-504.574500	0	-505	-72071	83.63	93.0
D:	8966.85	1659	8366	24	504	9300	0.000000	-37.307500	-466.000000	-503.307500	0	-504	-72575	83.66	93.0
D:	8972.47	1646	8369	24	503	9300	0.000000	-37.539750	-464.500000	-502.039750	0	-503	-73078	83.69	93.0
D:	8977.85	1688	8372	25	502	9300	0.000000	-37.771500	-463.500000	-501.271500	0	-502	-73580	83.72	93.0
D:	8983.22	1672	8375	25	501	9300	0.000000	-38.002250	-461.500000	-499.502250	0	-501	-74081	83.75	93.0
D:	8988.76	1651	8378	25	499	9300	0.000000	-38.232250	-460.000000	-498.232250	0	-499	-74580	83.78	93.0
D:	8994.10	1688	8382	25	498	9300	0.000000	-38.461500	-458.500000	-496.961500	0	-498	-75078	83.82	93.0
D:	8999.47	1738	8385	25	496	9300	0.000000	-38.690000	-457.000000	-495.690000	0	-496	-75574	83.85	93.0
D:	9004.87	1704	8389	24	495	9300	0.000000	-38.917750	-455.500000	-494.417750	0	-494	-76069	83.89	93.0
D:	9010.23	1704	8391	24	493	9300	0.000000	-39.145000	-454.500000	-493.645000	0	-493	-77056	83.91	93.0
D:	9015.60	1720	8394	24	492	9300	0.000000	-39.371500	-453.000000	-492.371500	0	-492	-77548	83.94	93.0
D:	9020.97	1659	8397	24	491	9300	0.000000	-39.597250	-451.500000	-491.097250	0	-491	-78039	83.97	93.0
D:	9026.35	1679	8401	24	489	9300	0.000000	-40.046000	-448.000000	-488.046000	0	-489	-78528	84.01	93.0
D:	9031.88	1695	8405	24	488	9300	0.000000	-40.268750	-445.500000	-485.768750	0	-488	-79016	84.05	93.0
D:	9037.22	1672	8410	24	485	9300	0.000000	-40.490500	-443.500000	-483.990500	0	-485	-79501	84.1	93.0
D:	9042.60	1692	8414	24	483	9300	0.000000	-40.711500	-442.000000	-482.711500	0	-483	-79984	84.14	93.0
D:	9047.97	1690	8417	24	482	9300	0.000000	-40.931750	-440.500000	-481.431750	0	-482	-80466	84.17	93.0
D:	9053.47	1733	8421	24	481	9300	0.000000	-41.151250	-439.000000	-480.151250	0	-481	-80947	84.21	93.0
D:	9058.85	1712	8423	25	480	9300	0.000000	-41.370000	-437.500000	-478.870000	0	-480	-81427	84.23	93.0
D:	9064.35	1663	8427	25	478	9300	0.000000	-41.588000	-436.000000	-477.588000	0	-478	-81905	84.27	93.0
D:	9069.72	1736	8430	25	477	9300	0.000000	-41.805250	-434.500000	-476.305250	0	-476	-82382	84.3	93.0
D:	9075.10	1752	8433	25	476	9300	0.000000	-42.022000	-433.500000	-475.522000	0	-475	-82858	84.33	93.0
D:	9080.51	1720	8437	25	473	9300	0.000000	-42.237750	-431.500000	-473.737750	0	-473	-83806	84.37	93.0
D:	9085.84	1744	8438	25	473	9300	0.000000	-42.453250	-431.000000	-473.453250	0	-473	-84279	84.38	93.0
D:	9091.25	1688	8441	24	472	9300	0.000000	-42.668000	-429.500000	-471.882500	0	-472	-84751	84.41	93.0
D:	9096.60	1696	8443	24	471	9300	0.000000	-43.096500	-428.000000	-471.096500	0	-471	-85222	84.43	93.0
D:	9101.97	1668	8444	24	471	9300	0.000000	-43.310250	-427.500000	-470.810250	0	-471	-85693	84.44	93.0
D:	9107.37	1675	8446	24	470	9300	0.000000	-43.523500	-426.500000	-470.023500	0	-470	-86163	84.46	93.0
D:	9112.75	1672	8447	24	470	9300	0.000000	-43.736250	-425.500000	-469.236250	0	-470	-86633	84.47	93.0
D:	9118.10	1741	8449	24	469	9300	0.000000	-43.948750	-425.000000	-468.948750	0	-469	-87102	84.49	93.0
D:	9123.49	1654	8451	24	468	9300	0.000000	-44.161000	-424.500000	-468.661000	0	-468	-87570	84.51	93.0
D:	9128.86	1688	8452	24	468	9300	0.000000	-44.372750	-423.500000	-467.872750	0	-468	-88038	84.52	93.0
D:	9134.35	1747	8454	24	467	9300	0.000000	-44.584500	-423.500000	-468.084500	0	-467	-88505	84.54	93.0
D:	9139.72	1744	8455	24	468	9300	0.000000	-44.795500	-422.000000	-466.795500	0	-468	-88973	84.55	93.0
D:	9145.09	1744	8457	24	466	9300	0.000000	-45.006250	-421.500000	-466.506250	0	-466	-89439	84.57	93.0
D:	9150.47	1672	8458	24	466	9300	0.000000	-45.216750	-421.000000	-466.216750	0	-466	-90371	84.58	93.0
D:	9156.26	1659	8459	24	465	9300	0.000000	-45.636778	-420.500000	-465.136750	0	-465	-90836	84.59	93.0
D:	9161.72	1755	8461	24	465	9300	0.000000	-45.846000	-418.500000	-464.346000	0	-465	-91301	84.61	93.0
D:	9167.23	8651	8463	24	464	9300	0.000000	-46.054750	-417.500000	-463.554750	0	-464	-91765	84.63	93.0
D:	9172.74	1695	8466	24	463	9300	0.000000	-46.263000	-416.500000	-462.763000	0	-463	-92228	84.66	93.0
D:	9178.25	1672	8467	24	462	9300	0.000000	-46.471000	-416.000000	-462.471000	0	-462	-92690	84.67	93.0
D:	9183.72	1722	8468	24	462	9300	0.000000	-46.678750	-415.500000	-462.178750	0	-462	-93152	84.68	93.0
D:	9189.09	1667	8471	24	462	9300	0.000000	-46.886000	-414.500000	-461.386000	0	-462	-93614	84.71	93.0
